i,c,d,h,t,s,qtd_p,e
3111,605,2021-03-05,04:22,225.45,CANCELADO,2,Minas Gerais
3112,606,2020-09-09,14:44,259.42,COMPRA,3,Ceará
3113,607,2021-01-10,22:08,133.38,COMPRA,2,Rio Grande do Sul
3114,608,2020-12-03,07:26,36.04,DEVOLUÇÃO,7,Maranhão
3115,609,2020-06-03,14:59,215.03,CANCELADO,3,Rio Grande do Sul
3116,610,2020-09-22,14:15,225.69,COMPRA,7,Pará
3117,611,2020-08-08,09:38,100.74,COMPRA,5,Santa Catarina
3118,612,2021-01-09,17:54,71.68,DEVOLUÇÃO,3,Minas Gerais
3119,613,2020-09-19,13:05,125.55,COMPRA,4,Ceará
3120,614,2020-10-14,06:20,82.70,CANCELADO,2,Pará
3121,615,2020-07-13,22:39,183.02,CANCELADO,3,Rio de Janeiro
3122,616,2021-03-09,11:49,211.12,COMPRA,2,Rio de Janeiro
3123,617,2020-12-31,10:49,255.75,COMPRA,4,Minas Gerais
3124,618,2020-07-04,14:43,59.11,CANCELADO,5,Maranhão
3125,619,2021-02-21,16:39,185.86,COMPRA,7,Santa Catarina
3126,620,2020-06-09,12:54,27.67,CANCELADO,6,Rio de Janeiro
3127,621,2020-03-14,09:38,118.06,CANCELADO,4,Paraná
3128,622,2020-08-21,06:16,235.21,COMPRA,6,Rio Grande do Sul
3129,623,2021-01-26,01:34,85.05,DEVOLUÇÃO,1,Pará
3130,624,2020-03-22,08:45,93.95,CANCELADO,2,São Paulo
3131,625,2020-12-30,16:11,153.07,CANCELADO,2,Paraná
3132,626,2021-02-23,22:16,85.04,DEVOLUÇÃO,4,Paraíba
3133,627,2020-10-05,19:54,240.96,DEVOLUÇÃO,6,Paraná
3134,628,2020-06-29,23:49,37.90,CANCELADO,2,Rio de Janeiro
3135,629,2021-01-28,06:26,251.34,DEVOLUÇÃO,1,Rio de Janeiro
3136,630,2020-12-24,03:32,208.81,DEVOLUÇÃO,1,Rio de Janeiro
3137,631,2020-12-19,07:33,240.97,COMPRA,4,Rio de Janeiro
3138,632,2020-06-04,20:05,190.32,CANCELADO,6,Bahia
3139,633,2020-08-21,07:32,203.35,COMPRA,6,Paraíba
3140,634,2020-04-09,01:12,108.53,DEVOLUÇÃO,4,São Paulo
3141,635,2020-10-22,19:18,93.59,COMPRA,5,Santa Catarina
3142,636,2021-02-03,16:29,198.29,DEVOLUÇÃO,1,Pará
3143,637,2021-01-23,03:40,205.76,COMPRA,3,Paraíba
3144,638,2020-07-09,16:22,245.07,DEVOLUÇÃO,3,Paraíba
3145,639,2020-03-15,13:14,30.75,CANCELADO,7,Minas Gerais
3146,640,2020-11-05,02:11,71.35,CANCELADO,5,Maranhão
3147,641,2020-10-01,17:25,211.93,DEVOLUÇÃO,5,Pará
3148,642,2020-03-19,00:39,219.42,DEVOLUÇÃO,2,São Paulo
3149,643,2021-02-22,12:19,43.63,COMPRA,4,Paraná
3150,644,2020-09-09,07:22,200.67,COMPRA,7,Ceará
3151,645,2020-07-08,08:13,145.92,COMPRA,6,Pernambuco
3152,646,2020-08-10,13:00,216.45,COMPRA,2,Paraná
3153,647,2021-01-02,23:07,150.47,DEVOLUÇÃO,6,Paraná
3154,648,2020-07-16,06:52,30.13,DEVOLUÇÃO,2,Rio Grande do Sul
3155,649,2020-06-08,18:14,188.61,DEVOLUÇÃO,3,Minas Gerais
3156,650,2020-04-12,00:35,48.35,CANCELADO,7,Maranhão
3157,651,2020-06-27,17:09,166.63,CANCELADO,4,Bahia
3158,652,2021-03-14,15:44,211.86,COMPRA,4,Paraná
3159,653,2020-06-24,07:14,164.02,DEVOLUÇÃO,3,Pará
3160,654,2020-08-07,08:29,122.93,DEVOLUÇÃO,6,Maranhão
3161,655,2020-10-02,05:36,18.54,COMPRA,5,Pará
3162,656,2021-01-18,00:38,251.26,DEVOLUÇÃO,2,Rio de Janeiro
3163,657,2021-01-24,04:06,148.51,COMPRA,4,Rio Grande do Sul
3164,658,2020-03-30,22:46,100.05,COMPRA,4,Santa Catarina
3165,659,2021-02-07,19:44,194.33,CANCELADO,5,Bahia
3166,660,2020-11-13,08:57,154.70,CANCELADO,5,São Paulo
3167,661,2021-01-12,07:45,252.68,CANCELADO,3,Ceará
3168,662,2020-03-12,14:22,174.11,CANCELADO,2,Ceará
3169,663,2020-07-05,07:51,96.41,CANCELADO,6,Minas Gerais
3170,664,2020-11-23,20:50,154.99,CANCELADO,1,Rio Grande do Sul
3171,665,2020-11-16,01:41,256.11,CANCELADO,1,Bahia
3172,666,2021-03-14,11:09,269.02,CANCELADO,5,Rio de Janeiro
3173,667,2020-09-14,17:17,251.04,COMPRA,3,Paraná
3174,668,2020-07-25,07:40,139.49,CANCELADO,6,Rio de Janeiro
3175,669,2020-12-14,10:24,208.14,COMPRA,4,Ceará
3176,670,2021-03-09,02:34,131.51,CANCELADO,5,Rio Grande do Sul
3177,671,2020-05-02,01:35,106.16,CANCELADO,4,Santa Catarina
3178,672,2020-11-01,18:27,124.67,COMPRA,3,Pará
3179,673,2020-09-18,05:42,90.07,CANCELADO,4,Rio de Janeiro
3180,674,2020-12-10,20:01,44.26,CANCELADO,6,Paraíba
3181,675,2020-07-30,00:20,190.43,COMPRA,4,Bahia
3182,676,2021-01-30,14:57,132.87,COMPRA,6,Pará
3183,677,2020-04-15,10:30,55.89,DEVOLUÇÃO,6,Goiás
3184,678,2020-04-11,16:34,106.81,CANCELADO,4,Goiás
3185,679,2020-06-24,21:54,147.92,DEVOLUÇÃO,5,Rio Grande do Sul
3186,680,2020-05-21,08:27,122.46,DEVOLUÇÃO,5,Pará
3187,681,2020-09-05,14:55,181.36,DEVOLUÇÃO,6,Maranhão
3188,682,2021-02-24,21:28,56.18,CANCELADO,1,Pará
3189,683,2020-12-12,07:02,238.64,CANCELADO,1,Santa Catarina
3190,684,2020-08-29,06:15,170.09,DEVOLUÇÃO,6,Pernambuco
3191,685,2020-12-12,23:28,98.96,DEVOLUÇÃO,5,Minas Gerais
3192,686,2021-02-25,17:19,64.06,CANCELADO,4,Paraná
3193,687,2020-07-01,05:03,246.47,DEVOLUÇÃO,5,Paraná
3194,688,2020-05-23,03:48,122.88,DEVOLUÇÃO,7,Rio de Janeiro
3195,689,2021-02-17,11:22,67.93,COMPRA,5,Bahia
3196,690,2020-04-16,20:04,142.74,CANCELADO,2,Ceará
3197,691,2020-11-27,23:19,21.62,DEVOLUÇÃO,1,Minas Gerais
3198,692,2020-12-22,22:10,165.59,COMPRA,7,Santa Catarina
3199,693,2020-11-23,03:38,100.10,CANCELADO,3,Ceará
3200,694,2021-02-06,21:21,202.01,DEVOLUÇÃO,4,Maranhão
3201,695,2020-06-11,07:10,70.60,DEVOLUÇÃO,6,Santa Catarina
3202,696,2020-04-16,23:03,172.13,CANCELADO,2,Rio de Janeiro
3203,697,2021-03-16,14:43,226.92,CANCELADO,2,Rio Grande do Sul
3204,698,2020-11-09,13:49,157.90,DEVOLUÇÃO,6,Pará
3205,699,2020-08-24,18:41,62.51,COMPRA,4,São Paulo
3206,700,2020-03-30,06:11,171.89,CANCELADO,7,Bahia
3207,701,2020-05-15,20:18,183.49,DEVOLUÇÃO,5,Santa Catarina
3208,702,2020-07-22,15:11,186.89,DEVOLUÇÃO,6,Paraíba
3209,703,2021-02-07,17:37,257.20,DEVOLUÇÃO,2,Santa Catarina
3210,704,2020-05-20,07:23,244.10,CANCELADO,2,Rio de Janeiro
3211,705,2020-08-21,06:50,236.35,CANCELADO,1,Paraíba
3212,706,2020-05-23,03:52,194.75,CANCELADO,5,Santa Catarina
3213,707,2020-03-21,16:31,266.12,DEVOLUÇÃO,6,Pará
3214,708,2020-06-08,10:22,134.75,COMPRA,3,São Paulo
3215,709,2020-04-29,05:52,157.49,DEVOLUÇÃO,3,Ceará
3216,710,2020-10-04,11:55,214.17,COMPRA,6,Bahia
3217,711,2020-08-16,14:45,27.00,CANCELADO,2,Rio Grande do Sul
3218,712,2020-03-13,01:26,229.24,COMPRA,4,Paraíba
3219,713,2020-07-09,17:59,127.38,DEVOLUÇÃO,2,Bahia
3220,714,2020-03-24,04:39,188.84,COMPRA,6,Santa Catarina
3221,715,2020-06-20,01:02,79.18,CANCELADO,2,Goiás
3222,716,2021-03-21,15:33,202.88,COMPRA,5,Rio Grande do Sul
3223,717,2021-03-30,21:23,108.70,COMPRA,3,Maranhão
3224,718,2021-03-24,20:53,18.83,CANCELADO,4,Pará
3225,719,2020-09-01,10:19,179.69,DEVOLUÇÃO,3,São Paulo
3226,720,2021-01-02,00:42,212.87,DEVOLUÇÃO,3,Bahia
3227,721,2020-09-01,00:05,124.12,COMPRA,4,Ceará
3228,722,2020-03-25,20:28,19.85,DEVOLUÇÃO,4,Paraná
3229,723,2020-12-03,10:36,143.42,DEVOLUÇÃO,5,Santa Catarina
3230,724,2020-11-15,02:06,142.22,DEVOLUÇÃO,6,Santa Catarina
3231,725,2020-07-06,23:02,101.11,DEVOLUÇÃO,6,Goiás
3232,726,2020-08-20,15:24,65.16,DEVOLUÇÃO,4,Ceará
3233,727,2020-10-22,14:22,97.24,DEVOLUÇÃO,5,Paraíba
3234,728,2020-08-01,22:33,189.25,DEVOLUÇÃO,5,Maranhão
3235,729,2020-03-15,18:06,34.86,COMPRA,6,Pernambuco
3236,730,2020-07-07,23:21,250.30,DEVOLUÇÃO,6,Rio Grande do Sul
3237,731,2021-01-25,16:55,241.61,CANCELADO,3,Minas Gerais
3238,732,2020-09-24,12:18,238.33,CANCELADO,6,Pará
3239,733,2020-07-11,10:05,25.33,DEVOLUÇÃO,5,Goiás
3240,734,2020-09-11,04:23,243.24,CANCELADO,3,Minas Gerais
3241,735,2021-03-03,11:58,84.19,CANCELADO,1,Goiás
3242,736,2020-12-13,19:52,215.40,DEVOLUÇÃO,5,Paraíba
3243,737,2020-07-08,05:55,161.23,CANCELADO,1,Paraná
3244,738,2021-03-28,05:16,181.48,COMPRA,1,Ceará
3245,739,2020-09-12,12:09,264.86,DEVOLUÇÃO,3,Santa Catarina
3246,740,2020-05-30,09:53,37.96,CANCELADO,1,Santa Catarina
3247,741,2020-04-18,08:18,141.06,COMPRA,5,Santa Catarina
3248,742,2021-01-01,10:07,262.20,DEVOLUÇÃO,6,Rio Grande do Sul
3249,743,2020-10-19,21:30,201.82,CANCELADO,3,Rio de Janeiro
3250,744,2020-03-24,21:46,51.13,DEVOLUÇÃO,4,Paraíba
3251,745,2020-09-26,16:44,243.17,COMPRA,6,Ceará
3252,746,2020-10-01,07:10,45.96,COMPRA,7,Rio Grande do Sul
3253,747,2021-01-04,01:41,111.28,CANCELADO,1,Pará
3254,748,2020-12-04,00:43,79.25,CANCELADO,2,Maranhão
3255,749,2020-08-15,21:19,149.49,COMPRA,2,Rio Grande do Sul
3256,750,2020-09-20,04:32,144.24,CANCELADO,2,Bahia
3257,751,2020-11-25,12:19,174.59,COMPRA,3,São Paulo
3258,752,2020-09-03,23:15,249.03,CANCELADO,5,Bahia
3259,753,2020-08-10,17:06,153.90,DEVOLUÇÃO,6,Paraíba
3260,754,2020-10-31,13:39,155.40,DEVOLUÇÃO,6,Paraná
3261,755,2020-11-19,16:41,268.95,CANCELADO,5,Santa Catarina
3262,756,2020-11-02,10:47,109.75,CANCELADO,2,Pará
3263,757,2020-12-23,22:48,268.86,COMPRA,4,Rio de Janeiro
3264,758,2021-03-22,04:15,22.54,COMPRA,3,Santa Catarina
3265,759,2020-05-25,04:21,43.43,DEVOLUÇÃO,6,Pernambuco
3266,760,2020-05-05,19:44,231.54,DEVOLUÇÃO,6,Paraíba
3267,761,2020-05-20,13:14,83.19,DEVOLUÇÃO,5,Maranhão
3268,762,2020-10-20,11:52,73.86,DEVOLUÇÃO,3,Ceará
3269,763,2021-02-16,18:25,213.68,COMPRA,3,Santa Catarina
3270,764,2021-01-25,06:19,196.22,DEVOLUÇÃO,7,Ceará
3271,765,2021-02-08,20:25,60.09,CANCELADO,2,Maranhão
3272,766,2020-04-14,16:23,174.36,CANCELADO,5,Goiás
3273,767,2020-09-19,03:07,35.16,COMPRA,7,Maranhão
3274,768,2021-01-09,22:13,255.29,DEVOLUÇÃO,4,Paraná
3275,769,2020-12-10,23:04,46.73,COMPRA,7,Bahia
3276,770,2020-04-01,21:20,118.61,DEVOLUÇÃO,5,Maranhão
3277,771,2021-03-15,23:31,190.59,COMPRA,5,Santa Catarina
3278,772,2020-10-03,04:13,152.55,COMPRA,7,Paraná
3279,773,2020-07-05,21:56,116.36,COMPRA,3,Rio de Janeiro
3280,774,2021-03-22,17:14,205.66,DEVOLUÇÃO,6,Goiás
3281,775,2020-10-05,14:41,152.62,DEVOLUÇÃO,2,São Paulo
3282,776,2021-01-23,06:24,136.58,COMPRA,1,Goiás
3283,777,2020-08-24,03:31,190.88,DEVOLUÇÃO,5,Minas Gerais
3284,778,2020-06-19,16:10,130.13,COMPRA,3,Rio Grande do Sul
3285,779,2020-07-12,17:54,198.23,CANCELADO,3,Rio de Janeiro
3286,780,2021-02-17,20:32,121.27,COMPRA,5,Rio Grande do Sul
3287,781,2020-06-15,21:41,260.44,CANCELADO,2,Goiás
3288,782,2021-02-22,01:36,181.58,CANCELADO,4,Paraíba
3289,783,2020-07-15,00:09,90.84,CANCELADO,4,Paraíba
3290,784,2020-05-31,19:50,80.93,DEVOLUÇÃO,7,Bahia
3291,785,2020-04-18,15:21,26.24,CANCELADO,2,Bahia
3292,786,2020-03-16,14:37,185.28,DEVOLUÇÃO,4,Rio Grande do Sul
3293,787,2021-03-15,06:30,196.42,DEVOLUÇÃO,6,Rio Grande do Sul
3294,788,2020-05-14,13:03,242.05,COMPRA,6,Rio Grande do Sul
3295,789,2020-07-21,18:53,65.93,COMPRA,5,Goiás
3296,790,2020-10-30,15:59,118.95,COMPRA,1,Pernambuco
3297,791,2021-03-19,07:06,96.84,CANCELADO,6,Goiás
3298,792,2020-09-06,01:23,128.42,COMPRA,4,Goiás
3299,793,2020-05-18,16:55,18.46,CANCELADO,1,São Paulo
3300,794,2021-01-09,02:48,77.07,COMPRA,4,Rio Grande do Sul
3301,795,2021-02-20,11:48,225.64,DEVOLUÇÃO,6,Rio de Janeiro
3302,796,2020-09-26,03:49,100.20,DEVOLUÇÃO,4,Minas Gerais
3303,797,2020-06-02,20:13,269.55,CANCELADO,7,Rio Grande do Sul
3304,798,2020-12-19,21:31,197.73,CANCELADO,4,Rio de Janeiro
3305,799,2020-08-01,17:18,44.24,DEVOLUÇÃO,4,São Paulo
3306,800,2020-11-19,15:46,178.23,COMPRA,7,Pernambuco
3307,801,2020-03-02,16:36,19.99,CANCELADO,2,Pernambuco
3308,802,2021-01-17,11:23,264.79,DEVOLUÇÃO,2,Minas Gerais
3309,803,2020-08-09,13:57,231.00,COMPRA,4,Minas Gerais
3310,804,2021-02-20,17:34,188.42,CANCELADO,3,Paraíba
3311,805,2020-11-16,00:53,200.25,CANCELADO,3,Ceará
3312,806,2020-07-12,17:32,146.67,CANCELADO,5,Goiás
3313,807,2020-05-29,10:22,210.55,DEVOLUÇÃO,5,Pará
3314,808,2020-10-19,14:39,71.48,CANCELADO,2,Goiás
3315,809,2020-11-01,00:00,174.65,COMPRA,3,Rio Grande do Sul
3316,810,2020-07-03,14:49,245.27,CANCELADO,5,Pernambuco
3317,811,2020-12-19,00:17,257.11,COMPRA,5,Rio Grande do Sul
3318,812,2020-07-10,05:39,263.41,COMPRA,5,Rio Grande do Sul
3319,813,2020-08-30,19:08,251.27,DEVOLUÇÃO,4,Paraná
3320,814,2020-06-25,14:33,205.86,CANCELADO,2,Santa Catarina
3321,815,2021-02-15,06:38,147.87,DEVOLUÇÃO,4,Santa Catarina
3322,816,2020-10-09,18:49,96.19,CANCELADO,7,Rio de Janeiro
3323,817,2020-08-29,00:58,121.80,COMPRA,5,Minas Gerais
3324,818,2020-06-28,11:57,167.14,COMPRA,3,Santa Catarina
3325,819,2021-02-28,01:54,104.31,DEVOLUÇÃO,2,Rio de Janeiro
3326,820,2020-10-17,20:40,78.75,COMPRA,2,Rio de Janeiro
3327,821,2021-02-10,12:05,106.05,DEVOLUÇÃO,1,Bahia
3328,822,2021-02-18,14:02,224.15,DEVOLUÇÃO,5,Santa Catarina
3329,823,2020-11-28,05:28,230.54,COMPRA,3,Pará
3330,824,2020-09-29,10:25,80.80,CANCELADO,7,São Paulo
3331,825,2021-03-01,05:09,257.13,COMPRA,4,Goiás
3332,826,2020-06-29,18:52,85.34,COMPRA,3,Rio de Janeiro
3333,827,2020-03-21,23:33,80.24,CANCELADO,1,Maranhão
3334,828,2020-07-18,08:36,65.34,CANCELADO,5,Rio Grande do Sul
3335,829,2020-03-03,07:27,138.72,DEVOLUÇÃO,7,Pernambuco
3336,830,2020-08-30,17:50,236.08,CANCELADO,4,Ceará
3337,831,2020-04-15,03:27,170.65,DEVOLUÇÃO,6,Rio Grande do Sul
3338,832,2020-10-10,00:04,249.10,CANCELADO,4,Minas Gerais
3339,833,2020-03-03,18:11,18.96,CANCELADO,3,Rio Grande do Sul
3340,834,2020-06-03,09:39,173.92,COMPRA,4,Minas Gerais
3341,835,2020-10-26,10:11,233.44,COMPRA,6,Minas Gerais
3342,836,2020-08-01,03:08,222.09,COMPRA,6,Paraná
3343,837,2020-10-18,02:41,192.93,CANCELADO,4,Minas Gerais
3344,838,2020-10-07,21:01,242.96,DEVOLUÇÃO,7,Santa Catarina
3345,839,2020-05-06,15:39,204.66,CANCELADO,2,Santa Catarina
3346,840,2021-03-20,12:54,94.66,COMPRA,6,Rio de Janeiro
3347,841,2020-08-25,20:58,207.03,DEVOLUÇÃO,3,Paraíba
3348,842,2020-09-15,01:00,68.02,DEVOLUÇÃO,4,Santa Catarina
3349,843,2020-04-21,10:34,163.76,DEVOLUÇÃO,3,Pará
3350,844,2020-06-22,02:10,117.28,CANCELADO,6,Goiás
3351,845,2020-06-03,22:11,200.52,COMPRA,2,Paraíba
3352,846,2020-11-21,09:55,45.44,CANCELADO,3,Pará
3353,847,2020-09-11,10:47,71.60,COMPRA,2,Goiás
3354,848,2020-04-17,12:10,131.69,CANCELADO,5,Maranhão
3355,849,2020-11-06,15:53,263.54,DEVOLUÇÃO,1,Paraná
3356,850,2020-07-01,02:56,188.96,CANCELADO,7,São Paulo
3357,851,2020-11-16,04:44,185.77,CANCELADO,3,Goiás
3358,852,2020-07-06,21:19,53.07,COMPRA,5,São Paulo
3359,853,2020-12-31,22:54,262.78,DEVOLUÇÃO,1,Rio Grande do Sul
3360,854,2020-12-21,01:44,33.93,COMPRA,2,Goiás
3361,855,2021-03-10,14:41,79.32,DEVOLUÇÃO,5,Paraíba
3362,856,2020-12-23,01:22,194.39,CANCELADO,2,São Paulo
3363,857,2021-01-26,13:02,237.67,COMPRA,4,Rio Grande do Sul
3364,858,2020-09-11,10:22,228.57,COMPRA,2,Santa Catarina
3365,859,2020-09-28,17:03,205.42,CANCELADO,6,Goiás
3366,860,2020-03-01,12:52,153.69,CANCELADO,5,Santa Catarina
3367,861,2020-07-04,05:25,145.20,CANCELADO,2,Pernambuco
3368,862,2020-11-06,08:35,134.31,CANCELADO,5,Paraná
3369,863,2020-07-14,00:04,160.45,CANCELADO,7,Rio Grande do Sul
3370,864,2020-12-26,01:26,214.50,CANCELADO,6,Paraíba
3371,865,2020-05-11,11:08,53.76,DEVOLUÇÃO,2,Goiás
3372,866,2020-04-26,22:00,123.24,DEVOLUÇÃO,2,São Paulo
3373,867,2020-06-18,08:14,245.45,COMPRA,1,Bahia
3374,868,2021-03-21,02:13,197.29,CANCELADO,5,Rio de Janeiro
3375,869,2020-12-09,00:14,187.24,CANCELADO,4,Paraná
3376,870,2020-05-17,22:15,80.52,COMPRA,4,Pernambuco
3377,871,2020-07-13,14:08,112.94,DEVOLUÇÃO,2,Rio de Janeiro
3378,872,2021-01-12,18:51,143.88,COMPRA,4,Santa Catarina
3379,873,2020-03-31,12:18,123.75,CANCELADO,3,Paraíba
3380,874,2021-02-14,00:25,245.34,COMPRA,6,Bahia
3381,875,2020-08-06,01:47,260.23,COMPRA,3,Pará
3382,876,2020-12-01,11:08,185.77,DEVOLUÇÃO,3,Goiás
3383,877,2021-02-13,08:47,96.71,CANCELADO,3,Pernambuco
3384,878,2020-05-12,09:37,67.31,CANCELADO,6,Pará
3385,879,2020-03-29,01:50,207.54,COMPRA,2,São Paulo
3386,880,2020-08-18,14:47,95.91,DEVOLUÇÃO,4,Paraná
3387,881,2020-07-03,04:59,150.95,CANCELADO,1,Ceará
3388,882,2020-06-06,16:34,236.46,COMPRA,3,Ceará
3389,883,2020-09-28,17:48,26.31,CANCELADO,7,Santa Catarina
3390,884,2020-12-27,12:13,264.12,COMPRA,4,Pará
3391,885,2020-04-06,22:47,191.57,COMPRA,4,Rio Grande do Sul
3392,886,2021-02-18,11:08,102.43,CANCELADO,4,Pernambuco
3393,887,2020-08-19,11:10,104.86,CANCELADO,5,Minas Gerais
3394,888,2020-03-31,18:41,201.36,DEVOLUÇÃO,5,Maranhão
3395,889,2020-04-06,14:36,166.56,CANCELADO,1,Paraná
3396,890,2020-12-08,20:14,226.61,DEVOLUÇÃO,4,Maranhão
3397,891,2020-10-12,23:56,145.47,DEVOLUÇÃO,5,Minas Gerais
3398,892,2020-06-27,06:28,109.44,CANCELADO,6,Maranhão
3399,893,2020-03-27,08:24,56.39,CANCELADO,1,Ceará
3400,894,2020-08-13,15:30,186.04,CANCELADO,6,Pará
3401,895,2020-05-30,21:25,26.29,COMPRA,3,Pará
3402,896,2021-02-02,22:20,247.60,COMPRA,6,Ceará
3403,897,2021-02-07,21:13,265.75,DEVOLUÇÃO,5,Rio de Janeiro
3404,898,2021-01-07,01:13,128.69,CANCELADO,1,Paraíba
3405,899,2021-03-11,08:47,242.86,COMPRA,7,São Paulo
3406,900,2020-09-25,11:23,27.09,CANCELADO,3,Pernambuco
3407,901,2020-10-03,14:07,35.79,DEVOLUÇÃO,5,Rio Grande do Sul
3408,902,2020-07-25,22:05,31.74,DEVOLUÇÃO,5,Rio Grande do Sul
3409,903,2020-10-27,01:35,263.82,COMPRA,7,Maranhão
3410,904,2020-07-24,04:34,220.43,DEVOLUÇÃO,6,Rio de Janeiro
3411,905,2020-05-06,07:58,250.65,DEVOLUÇÃO,1,Minas Gerais
3412,906,2021-02-21,22:22,204.09,COMPRA,4,São Paulo
3413,907,2020-05-13,03:05,140.43,COMPRA,2,Bahia
3414,908,2020-08-06,03:01,198.12,CANCELADO,6,Pará
3415,909,2020-06-28,02:18,179.90,CANCELADO,6,Paraíba
3416,910,2020-11-02,09:42,52.15,COMPRA,3,Pernambuco
3417,911,2020-10-20,04:01,18.24,CANCELADO,4,Bahia
3418,912,2021-02-22,04:13,161.18,DEVOLUÇÃO,5,Santa Catarina
3419,913,2020-03-19,17:13,241.43,CANCELADO,3,São Paulo
3420,914,2021-02-17,10:54,231.96,COMPRA,5,Paraná
3421,915,2021-03-03,01:27,179.01,DEVOLUÇÃO,6,Goiás
3422,916,2020-05-30,08:38,27.70,CANCELADO,2,Paraíba
3423,917,2021-02-24,05:14,195.73,DEVOLUÇÃO,4,Pernambuco
3424,918,2020-05-17,09:50,257.47,CANCELADO,6,Bahia
3425,919,2020-04-21,19:50,118.20,CANCELADO,1,Bahia
3426,920,2020-11-27,22:20,30.53,COMPRA,2,Bahia
3427,921,2020-12-24,03:05,221.49,DEVOLUÇÃO,4,Pará
3428,922,2021-02-12,18:26,260.39,COMPRA,5,Maranhão
3429,923,2020-08-12,00:19,227.04,DEVOLUÇÃO,4,Bahia
3430,924,2021-03-25,17:39,92.66,CANCELADO,1,Pernambuco
3431,925,2020-06-02,17:29,135.52,CANCELADO,3,Paraná
3432,926,2020-09-28,08:40,38.16,CANCELADO,6,Ceará
3433,927,2020-05-08,09:59,81.65,DEVOLUÇÃO,3,Maranhão
3434,928,2021-01-24,17:55,28.16,CANCELADO,2,São Paulo
3435,929,2021-03-20,22:08,72.31,CANCELADO,5,Santa Catarina
3436,930,2020-09-12,11:24,125.23,DEVOLUÇÃO,1,Minas Gerais
3437,931,2021-03-17,11:41,255.98,DEVOLUÇÃO,7,Pernambuco
3438,932,2020-04-20,03:40,128.92,DEVOLUÇÃO,5,São Paulo
3439,933,2021-01-11,20:56,88.90,CANCELADO,6,São Paulo
3440,934,2020-04-24,21:43,247.99,COMPRA,6,Santa Catarina
3441,935,2020-09-12,11:22,123.24,DEVOLUÇÃO,6,Ceará
3442,936,2020-06-14,12:29,268.74,CANCELADO,6,Rio de Janeiro
3443,937,2020-10-19,08:48,57.32,COMPRA,4,Pará
3444,938,2021-01-22,18:37,211.54,DEVOLUÇÃO,4,Bahia
3445,939,2020-05-10,02:11,88.24,CANCELADO,7,Ceará
3446,940,2021-02-24,16:25,155.97,COMPRA,6,Paraná
3447,941,2020-12-10,12:38,147.80,COMPRA,3,Paraíba
3448,942,2021-02-28,08:02,152.43,COMPRA,6,Bahia
3449,943,2020-07-10,07:56,231.06,COMPRA,3,Paraná
3450,944,2020-08-16,08:07,98.47,CANCELADO,2,Rio de Janeiro
3451,945,2020-07-16,06:22,134.82,COMPRA,2,Bahia
3452,946,2020-10-29,10:42,125.30,CANCELADO,2,Maranhão
3453,947,2020-03-24,12:41,143.58,DEVOLUÇÃO,2,Pernambuco
3454,948,2020-09-15,07:13,187.39,COMPRA,1,Goiás
3455,949,2020-11-07,17:22,199.59,CANCELADO,2,Paraná
3456,950,2020-10-08,09:11,130.66,COMPRA,4,Paraná
3457,951,2020-12-13,15:54,121.44,CANCELADO,2,Maranhão
3458,952,2020-06-11,00:19,174.51,COMPRA,4,Bahia
3459,953,2020-03-09,10:26,114.62,COMPRA,1,São Paulo
3460,954,2020-08-23,03:37,200.45,DEVOLUÇÃO,2,Paraná
3461,955,2020-10-13,08:00,135.51,DEVOLUÇÃO,2,Goiás
3462,956,2020-12-31,16:33,103.62,COMPRA,3,Goiás
3463,957,2021-01-08,09:47,122.69,COMPRA,5,Pernambuco
3464,958,2020-12-18,16:04,126.99,CANCELADO,3,Ceará
3465,959,2020-04-02,05:06,33.49,DEVOLUÇÃO,4,São Paulo
3466,960,2020-10-08,15:13,268.59,CANCELADO,1,Paraíba
3467,961,2021-02-08,00:18,169.53,COMPRA,4,Rio de Janeiro
3468,962,2021-02-23,16:34,229.16,COMPRA,3,Paraíba
3469,963,2020-08-21,01:44,213.19,DEVOLUÇÃO,4,Paraná
3470,964,2020-05-01,17:23,104.67,DEVOLUÇÃO,7,Paraná
3471,965,2020-09-22,10:43,113.82,COMPRA,4,Minas Gerais
3472,966,2020-07-09,22:31,145.92,DEVOLUÇÃO,6,Pernambuco
3473,967,2020-07-25,03:04,202.84,CANCELADO,5,Rio de Janeiro
3474,968,2021-01-20,15:17,204.02,CANCELADO,5,Paraná
3475,969,2020-09-14,18:09,170.58,COMPRA,5,Paraíba
3476,970,2020-08-06,11:50,122.87,COMPRA,7,Paraíba
3477,971,2020-06-09,10:34,147.71,COMPRA,1,Maranhão
3478,972,2020-09-16,06:51,49.64,CANCELADO,6,Pernambuco
3479,973,2020-05-20,12:33,138.74,DEVOLUÇÃO,5,Paraná
3480,974,2020-09-28,05:53,257.26,COMPRA,1,Goiás
3481,975,2021-01-18,18:35,170.49,DEVOLUÇÃO,4,Ceará
3482,976,2021-01-15,19:41,40.60,CANCELADO,6,Paraná
3483,977,2020-03-17,07:01,123.48,CANCELADO,7,Ceará
3484,978,2020-07-24,20:24,62.04,COMPRA,4,Paraná
3485,979,2020-05-24,11:07,131.19,DEVOLUÇÃO,3,Rio de Janeiro
3486,980,2020-07-14,01:27,186.83,CANCELADO,3,Santa Catarina
3487,981,2020-10-17,11:03,226.68,CANCELADO,4,Paraíba
